element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
469,5,15,2,False,2024-08-17T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,45,0,13740,0,0,1,0.00,0.00,0.00,0.25
469,18,16,4,True,2024-08-24T14:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,7,0,19,52.0,0.0,0.0,5.2,45,1203,18825,2760,1557,1,0.00,0.00,0.00,2.45
469,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,3097,24742,6413,3316,0,0.00,0.00,0.00,0.00
469,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3031,22549,1528,4559,0,0.00,0.00,0.00,0.00
470,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,9474,0,0,0,0.00,0.00,0.00,0.00
470,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1202,10265,674,1876,0,0.00,0.00,0.00,0.00
470,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-857,10340,1164,2021,0,0.00,0.00,0.00,0.00
470,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,83,11665,2139,2056,0,0.00,0.00,0.00,0.00
471,5,15,2,False,2024-08-17T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,13,4.8,7.7,28.0,4.1,50,0,4947,0,0,1,0.31,0.25,0.56,0.25
471,18,16,2,True,2024-08-24T14:00:00Z,0,1,2,83,0,0,0,1,0,0,0,0,0,0,0,9,0.0,7.8,0.0,0.7,50,32,5840,579,547,1,0.00,0.01,0.01,2.45
471,22,4,1,False,2024-08-31T14:00:00Z,3,1,3,45,0,0,0,1,0,0,0,0,0,0,0,6,15.8,41.4,4.0,6.1,50,-519,5617,359,878,1,0.00,0.28,0.28,0.97
471,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-671,5186,290,961,0,0.00,0.00,0.00,0.00
472,5,15,1,False,2024-08-17T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,1,0,0,0,6,12.2,16.6,4.0,3.3,40,0,21269,0,0,1,0.00,0.04,0.04,0.25
472,18,16,2,True,2024-08-24T14:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,7,16.4,4.7,0.0,2.1,40,4565,34328,6819,2254,1,0.00,0.03,0.03,2.45
472,22,4,1,False,2024-08-31T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,-4,0.0,4.2,7.0,1.1,40,25703,70610,34529,8826,1,0.23,0.02,0.25,2.78
472,38,14,-2,True,2024-09-14T11:30:00Z,0,3,4,78,0,0,0,3,0,0,0,0,1,0,0,-5,13.4,1.6,0.0,1.5,40,27550,102429,40803,13253,1,0.00,0.01,0.01,1.90
473,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,64653,0,0,0,0.00,0.00,0.00,0.00
473,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-7795,57433,1227,9022,0,0.00,0.00,0.00,0.00
473,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-506,58148,7489,7995,0,0.00,0.00,0.00,0.00
473,38,14,1,True,2024-09-14T11:30:00Z,0,3,4,28,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.2,0.0,0.1,45,19555,79532,37132,17577,0,0.00,0.00,0.00,0.82
474,5,15,1,False,2024-08-17T14:00:00Z,1,0,1,45,0,0,0,1,0,0,0,0,0,0,0,6,6.0,15.1,2.0,2.3,45,0,13339,0,0,1,0.00,0.22,0.22,0.25
474,18,16,2,True,2024-08-24T14:00:00Z,0,1,2,71,0,0,0,1,0,0,0,0,0,0,0,13,17.8,6.1,1.0,2.5,45,-318,14982,851,1169,1,0.02,0.07,0.09,2.14
474,22,4,7,False,2024-08-31T14:00:00Z,3,1,3,90,1,0,0,3,0,0,0,0,0,0,0,21,58.6,31.8,27.0,11.7,45,-919,14874,598,1517,1,0.18,0.33,0.51,2.78
474,38,14,1,True,2024-09-14T11:30:00Z,0,3,4,90,0,0,0,3,0,0,0,0,0,0,0,13,17.8,27.6,5.0,5.0,45,9169,28080,12616,3447,1,0.04,0.17,0.21,2.67
475,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,514848,0,0,0,0.00,0.00,0.00,0.00
475,18,16,1,True,2024-08-24T14:00:00Z,0,1,2,14,0,0,0,0,0,0,0,0,0,0,0,3,0.8,1.6,2.0,0.4,40,-24087,508089,9161,33248,0,0.00,0.01,0.01,0.19
475,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-23124,492684,19475,42599,0,0.00,0.00,0.00,0.00
475,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-34750,462007,17583,52333,0,0.00,0.00,0.00,0.00
476,5,15,2,False,2024-08-17T14:00:00Z,1,0,1,80,0,0,0,1,0,0,0,0,0,0,0,8,2.0,10.9,8.0,2.1,45,0,40395,0,0,1,0.06,0.08,0.14,0.25
476,18,16,2,True,2024-08-24T14:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,21.0,4.2,20.0,4.5,45,674,47081,3516,2842,1,0.10,0.02,0.12,2.45
476,22,4,1,False,2024-08-31T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,8,13.8,16.7,21.0,5.2,45,-504,48388,4110,4614,1,0.04,0.04,0.08,2.78
476,38,14,1,True,2024-09-14T11:30:00Z,0,3,4,90,0,0,0,3,0,0,0,0,0,0,0,1,15.6,1.6,4.0,2.1,45,-3346,46240,2817,6163,1,0.00,0.03,0.03,2.67
477,5,15,0,False,2024-08-17T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,101631,0,0,0,0.00,0.00,0.00,0.00
477,18,16,0,True,2024-08-24T14:00:00Z,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1386,122200,9930,8544,0,0.00,0.00,0.00,0.00
477,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,5247,137066,17692,12445,0,0.00,0.00,0.00,0.00
477,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,8149,152200,21539,13390,0,0.00,0.00,0.00,0.00
515,7,2,0,True,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,2853,0,0,0,0.00,0.00,0.00,0.00
515,14,7,0,False,2024-08-24T14:00:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-397,3128,135,532,0,0.00,0.00,0.00,0.00
515,22,4,0,False,2024-08-31T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-291,3096,327,618,0,0.00,0.00,0.00,0.00
515,38,14,0,True,2024-09-14T11:30:00Z,0,3,4,26,0,0,0,1,0,0,0,1,0,0,0,3,5.4,2.0,2.0,0.9,49,70,3332,674,604,0,0.00,0.00,0.00,0.82
518,5,15,2,False,2024-08-17T14:00:00Z,1,0,1,90,0,0,0,1,0,0,0,0,0,0,0,12,19.4,43.3,7.0,7.0,50,0,5433,0,0,1,0.11,0.10,0.21,0.25
518,18,16,1,True,2024-08-24T14:00:00Z,0,1,2,90,0,0,0,1,0,0,0,1,0,0,0,13,17.6,14.9,2.0,3.5,50,-127,6240,360,487,1,0.00,0.06,0.06,2.45
518,22,4,2,False,2024-08-31T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,22,18.0,44.0,5.0,6.7,50,-643,5852,211,854,1,0.09,0.33,0.42,2.78
518,38,14,2,True,2024-09-14T11:30:00Z,0,3,4,90,0,0,0,3,0,0,0,0,0,0,0,8,8.8,8.5,6.0,2.3,49,-412,5719,469,881,1,0.00,0.02,0.02,2.67
584,5,15,1,False,2024-08-17T14:00:00Z,1,0,1,70,0,0,0,1,0,0,0,1,0,0,0,-2,2.6,14.0,16.0,3.3,55,0,66244,0,0,1,0.30,0.02,0.32,0.25
584,18,16,2,True,2024-08-24T14:00:00Z,0,1,2,90,0,0,0,1,0,0,0,0,0,0,0,12,7.0,30.4,4.0,4.1,55,984,72863,8960,7976,1,0.00,0.06,0.06,2.45
584,22,4,2,False,2024-08-31T14:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,7,0.8,6.7,33.0,4.1,55,-12441,60838,3403,15844,1,0.20,0.03,0.23,2.78
584,38,14,2,True,2024-09-14T11:30:00Z,0,3,4,63,0,0,0,2,0,0,0,0,0,0,0,7,6.2,6.7,2.0,1.5,54,-11774,49799,3376,15150,1,0.00,0.01,0.01,1.85
608,5,15,1,False,2024-08-17T14:00:00Z,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,6,2.8,12.3,0.0,1.5,45,0,2073,0,0,0,0.00,0.02,0.02,0.00
608,18,16,1,True,2024-08-24T14:00:00Z,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,6,4.0,0.6,2.0,0.7,45,834,5153,1421,587,0,0.00,0.00,0.00,0.00
608,22,4,1,False,2024-08-31T14:00:00Z,3,1,3,34,0,0,0,2,0,0,0,0,0,0,0,10,14.2,28.7,14.0,5.7,45,2658,9504,4484,1826,0,0.05,0.17,0.22,1.57
608,38,14,2,True,2024-09-14T11:30:00Z,0,3,4,62,0,0,0,2,0,0,0,0,0,0,0,10,3.2,14.3,19.0,3.7,45,7057,18384,10853,3796,1,0.03,0.01,0.04,1.85
623,18,16,1,True,2024-08-24T14:00:00Z,0,1,2,14,0,0,0,0,0,0,0,0,0,0,0,4,1.4,3.8,4.0,0.9,50,90,199,93,3,0,0.00,0.01,0.01,0.19
623,22,4,1,False,2024-08-31T14:00:00Z,3,1,3,45,0,0,0,2,0,0,0,0,0,0,0,9,8.4,6.5,41.0,5.6,50,256,736,342,86,0,0.18,0.06,0.24,1.81
623,38,14,2,True,2024-09-14T11:30:00Z,0,3,4,80,0,0,0,2,0,0,0,0,0,0,0,7,4.2,3.5,4.0,1.2,50,73,1031,229,156,1,0.00,0.03,0.03,1.90
82,10,11,2,False,2024-08-19T19:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,17,19.0,15.3,61.0,9.5,75,0,2587953,0,0,1,0.34,0.15,0.49,1.02
82,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,75,-855866,1825260,143667,999533,0,0.00,0.00,0.00,0.00
82,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,75,-804799,1026784,13907,818706,0,0.00,0.00,0.00,0.00
82,39,1,2,True,2024-09-15T13:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,0,0.0,4.8,13.0,1.7,75,-349672,697234,22974,372646,1,0.17,0.03,0.20,0.73
478,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,41050,0,0,0,0.00,0.00,0.00,0.00
478,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-352,50765,4520,4872,0,0.00,0.00,0.00,0.00
478,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-9782,42128,3841,13623,0,0.00,0.00,0.00,0.00
478,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-8596,33734,0,8596,0,0.00,0.00,0.00,0.00
479,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,33843,0,0,0,0.00,0.00,0.00,0.00
479,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1012,42643,2895,1883,0,0.00,0.00,0.00,0.00
479,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2550,48890,5915,3365,0,0.00,0.00,0.00,0.00
479,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1069,52101,4358,3289,0,0.00,0.00,0.00,0.00
480,10,11,1,False,2024-08-19T19:00:00Z,1,1,1,77,0,0,0,1,0,0,0,1,0,0,0,15,9.8,4.8,29.0,4.4,50,0,21555,0,0,1,0.27,0.04,0.31,0.90
480,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-5757,18581,2176,7933,0,0.00,0.00,0.00,0.00
480,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,8,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,2.0,0.0,0.1,50,-5138,13787,427,5565,0,0.00,0.02,0.02,0.00
480,39,1,1,True,2024-09-15T13:00:00Z,0,1,4,67,0,0,0,1,0,0,0,1,0,0,0,10,5.8,7.2,0.0,1.3,50,-206,14946,2038,2244,1,0.00,0.04,0.04,0.73
481,10,11,1,False,2024-08-19T19:00:00Z,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,9,11.8,19.4,5.0,3.6,45,0,75912,0,0,0,0.06,0.14,0.20,0.12
481,19,8,1,True,2024-08-24T14:00:00Z,4,0,2,11,0,0,0,0,0,0,0,0,0,0,0,1,1.0,5.0,0.0,0.6,45,4323,88305,10044,5721,0,0.00,0.02,0.02,0.00
481,28,15,1,False,2024-09-01T12:30:00Z,2,1,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.2,2.0,0.4,45,1698,93587,16972,15274,0,0.00,0.01,0.01,0.00
481,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,8756,106388,26752,17996,0,0.00,0.00,0.00,0.00
482,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,10961,0,0,0,0.00,0.00,0.00,0.00
482,19,8,9,True,2024-08-24T14:00:00Z,4,0,2,71,1,0,1,0,0,0,0,0,0,0,1,40,43.8,6.5,7.0,5.7,50,-3272,8142,516,3788,1,0.10,0.04,0.14,1.00
482,28,15,1,False,2024-09-01T12:30:00Z,2,1,3,81,0,0,0,2,0,0,0,1,0,0,0,15,11.6,29.0,2.0,4.3,50,29950,49892,37438,7488,1,0.00,0.06,0.06,1.57
482,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2219,48473,10628,12847,0,0.00,0.00,0.00,0.00
483,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,267,0,0,0,0.00,0.00,0.00,0.00
483,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-65,196,0,65,0,0.00,0.00,0.00,0.00
483,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-38,164,0,38,0,0.00,0.00,0.00,0.00
483,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-17,148,0,17,0,0.00,0.00,0.00,0.00
484,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,18554,0,0,0,0.00,0.00,0.00,0.00
484,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1714,21315,1048,2762,0,0.00,0.00,0.00,0.00
484,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2437,20494,1176,3613,0,0.00,0.00,0.00,0.00
484,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1142,20752,1248,2390,0,0.00,0.00,0.00,0.00
485,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,9576,0,0,0,0.00,0.00,0.00,0.00
485,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-420,10930,945,1365,0,0.00,0.00,0.00,0.00
485,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-254,11661,1690,1944,0,0.00,0.00,0.00,0.00
485,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-705,11755,2081,2786,0,0.00,0.00,0.00,0.00
486,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,20787,0,0,0,0.00,0.00,0.00,0.00
486,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2885,21143,689,3574,0,0.00,0.00,0.00,0.00
486,28,15,1,False,2024-09-01T12:30:00Z,2,1,3,90,0,0,0,2,0,0,0,0,0,0,0,5,16.6,1.7,6.0,2.4,44,-3352,18707,755,4107,1,0.02,0.01,0.03,1.57
486,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,42,19950,2439,2397,0,0.00,0.00,0.00,0.00
487,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3601,0,0,0,0.00,0.00,0.00,0.00
487,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1494,2073,0,1494,0,0.00,0.00,0.00,0.00
487,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-502,1608,0,502,0,0.00,0.00,0.00,0.00
487,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-257,1367,0,257,0,0.00,0.00,0.00,0.00
488,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,21470,0,0,0,0.00,0.00,0.00,0.00
488,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1829,23716,702,2531,0,0.00,0.00,0.00,0.00
488,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2120,23365,816,2936,0,0.00,0.00,0.00,0.00
488,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1389,23349,815,2204,0,0.00,0.00,0.00,0.00
489,10,11,1,False,2024-08-19T19:00:00Z,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,1,6.6,1.5,0.0,0.8,50,0,23217,0,0,0,0.00,0.01,0.01,0.12
489,19,8,1,True,2024-08-24T14:00:00Z,4,0,2,18,0,0,0,0,0,0,0,0,0,0,0,4,0.6,1.1,0.0,0.2,50,-1864,23602,1409,3273,0,0.00,0.00,0.00,0.00
489,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-3323,21007,1391,4714,0,0.00,0.00,0.00,0.00
489,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2361,19349,1557,3918,0,0.00,0.00,0.00,0.00
490,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,824,0,0,0,0.00,0.00,0.00,0.00
490,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-272,547,0,272,0,0.00,0.00,0.00,0.00
490,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-93,457,0,93,0,0.00,0.00,0.00,0.00
490,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-64,395,0,64,0,0.00,0.00,0.00,0.00
491,10,11,2,False,2024-08-19T19:00:00Z,1,1,1,77,0,0,0,1,0,0,0,0,0,0,0,8,13.6,14.4,31.0,5.9,65,0,64515,0,0,1,0.12,0.08,0.20,0.90
491,19,8,3,True,2024-08-24T14:00:00Z,4,0,2,90,0,0,1,0,0,0,0,0,0,0,0,3,0.6,2.4,14.0,1.7,65,-3718,65871,5485,9203,1,0.18,0.03,0.21,1.00
491,28,15,4,False,2024-09-01T12:30:00Z,2,1,3,45,0,1,0,1,0,0,0,0,0,0,0,16,8.8,2.8,61.0,7.3,64,-13683,53310,2907,16590,0,0.37,0.06,0.43,1.08
491,39,1,2,True,2024-09-15T13:00:00Z,0,1,4,67,0,0,0,1,0,0,0,0,0,0,0,8,9.2,16.8,33.0,5.9,64,-8470,46647,3258,11728,1,0.27,0.07,0.34,0.73
492,10,11,1,False,2024-08-19T19:00:00Z,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.3,22.0,2.6,65,0,229933,0,0,0,0.00,0.17,0.17,0.12
492,19,8,6,True,2024-08-24T14:00:00Z,4,0,2,66,0,1,1,0,0,0,0,0,0,0,0,21,25.6,48.8,8.0,8.2,65,-36119,207712,11585,47704,1,0.00,0.11,0.11,1.00
492,28,15,2,False,2024-09-01T12:30:00Z,2,1,3,90,0,0,0,2,0,0,0,0,0,0,0,8,12.8,43.3,25.0,8.1,64,-18511,195104,23458,41969,1,0.08,0.11,0.19,1.57
492,39,1,1,True,2024-09-15T13:00:00Z,0,1,4,90,0,0,0,1,0,0,0,1,0,0,0,2,10.6,12.6,31.0,5.4,64,-38264,159878,9351,47615,1,0.16,0.11,0.27,0.73
493,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,8584,0,0,0,0.00,0.00,0.00,0.00
493,19,8,0,True,2024-08-24T14:00:00Z,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1213,9366,720,1933,0,0.00,0.00,0.00,0.00
493,28,15,0,False,2024-09-01T12:30:00Z,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1376,9004,1332,2708,0,0.00,0.00,0.00,0.00
493,39,1,0,True,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-3602,5357,0,3602,0,0.00,0.00,0.00,0.00
494,10,11,5,False,2024-08-19T19:00:00Z,1,1,1,78,0,1,0,1,0,0,0,0,0,0,0,25,31.6,52.8,15.0,9.9,75,0,373759,0,0,1,0.02,0.98,1.00,0.90
494,19,8,6,True,2024-08-24T14:00:00Z,4,0,2,78,0,1,1,0,0,0,0,0,0,0,0,25,38.6,41.8,31.0,11.1,75,36050,495594,69307,33257,1,0.41,0.38,0.79,1.00
494,28,15,1,False,2024-09-01T12:30:00Z,2,1,3,81,0,0,0,2,0,0,0,1,0,0,0,13,16.2,32.3,26.0,7.5,75,-3831,509642,77815,81646,1,0.07,0.07,0.14,1.57
494,39,1,2,True,2024-09-15T13:00:00Z,0,1,4,79,0,0,0,1,0,0,0,0,0,0,0,20,19.0,46.6,6.0,7.2,75,-89898,431089,23683,113581,1,0.00,0.35,0.35,0.73
495,10,11,9,False,2024-08-19T19:00:00Z,1,1,1,90,1,0,0,1,0,0,0,0,0,0,1,28,50.0,59.3,21.0,13.0,55,0,3078763,0,0,1,0.09,0.32,0.41,0.96
495,19,8,6,True,2024-08-24T14:00:00Z,4,0,2,90,0,0,1,0,0,0,0,0,0,0,0,23,25.2,21.5,1.0,4.8,55,734,3281105,165086,164352,1,0.03,0.11,0.14,1.00
495,28,15,1,False,2024-09-01T12:30:00Z,2,1,3,90,0,0,0,2,0,0,0,0,0,0,0,4,16.0,15.9,23.0,5.5,55,152937,3565812,358314,205377,1,0.21,0.17,0.38,1.57
495,39,1,2,True,2024-09-15T13:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,18,38.0,57.1,2.0,9.7,55,-169685,3445940,226685,396370,1,0.00,0.07,0.07,0.73
496,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,27926,0,0,0,0.00,0.00,0.00,0.00
